student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout
S09079,1,0,1,63.9,51.84,,6.0,1,0
S09080,3,1,1,79.15,43.26,27.0,3.0,0,0
S09081,8,0,1,51.77,13.21,12.0,3.0,0,0
S09082,1,0,0,58.1,53.65,,3.0,0,0
S09083,2,0,1,80.43,41.42,17.0,1.0,2,0
S09084,1,0,1,62.3,26.84,9.0,2.0,2,1
S09085,4,1,1,77.55,67.01,40.0,4.0,0,0
S09086,8,0,1,59.79,21.21,11.0,3.0,0,0
S09087,6,0,1,76.32,49.56,32.0,4.0,0,0
S09088,4,0,1,60.42,21.25,,4.0,2,0
S09089,2,0,1,43.47,99.1566655520007,14.0,1.0,3,1
S09090,3,0,1,86.34,,21.0,4.0,0,0
S09091,5,0,1,61.56,34.89,24.0,1.0,0,0
S09092,3,1,0,68.27,97.69480904624933,32.0,1.0,0,0
S09093,6,1,1,61.63,33.32,21.0,3.0,1,0
S09094,8,1,1,80.17,47.02,19.0,7.0,0,0
S09095,2,0,1,77.0,44.23,27.0,0.0,1,0
S09096,3,0,0,80.13,28.86,14.0,5.0,0,0
S09097,2,1,0,63.76,40.97,12.0,0.0,0,0
S09098,6,0,1,71.25,99.02910972884536,20.0,8.0,1,0
S09099,4,1,1,78.26,50.52,25.0,0.0,1,0
S09100,3,0,0,95.18,42.34,21.0,4.0,0,0
S09101,2,0,1,76.6,27.61,26.0,1.0,0,0
S09102,1,0,1,56.95,33.62,21.0,2.0,4,0
S09103,4,1,1,76.02,50.75,22.0,1.0,0,0
S09104,6,1,1,69.53,25.35,4.0,6.0,0,0
S09105,2,1,1,42.02,16.15,12.0,0.0,0,0
S09106,1,0,1,44.32,34.49,27.0,2.0,2,0
S09107,4,1,1,71.0,,26.0,1.0,1,0
S09108,6,0,1,72.27,21.15,23.0,5.0,0,0
S09109,3,0,1,67.58,43.38,18.0,4.0,0,0
S09110,3,1,1,85.26,51.54,32.0,0.0,1,0
S09111,2,1,1,57.97,36.84,19.0,3.0,0,0
S09112,6,0,1,51.21,32.18,21.0,1.0,2,0
S09113,7,0,0,59.61,13.8,9.0,2.0,2,1
S09114,7,0,1,62.85,27.84,20.0,4.0,0,0
S09115,5,0,1,71.13,34.03,18.0,4.0,1,0
S09116,6,0,0,60.04,39.51,21.0,4.0,0,0
S09117,4,1,1,39.87,99.49044239768048,0.0,3.0,1,1
S09118,1,0,1,33.46,20.49,5.0,0.0,1,0
S09119,3,1,1,73.85,34.91,27.0,1.0,0,0
S09120,6,0,0,55.06,47.86,22.0,5.0,0,0
S09121,6,0,1,41.92,23.56,11.0,4.0,0,1
S09122,8,0,1,81.37,40.91,9.0,1.0,0,0
S09123,8,0,1,95.18,60.97,36.0,0.0,0,0
S09124,2,0,0,70.58,20.61,35.0,4.0,0,0
S09125,1,1,0,76.03,42.52,17.0,4.0,0,0
S09126,3,1,1,76.15,39.87,21.0,1.0,1,0
S09127,8,0,1,37.3,19.66,16.0,0.0,0,1
S09128,7,1,1,85.33,54.68,,3.0,0,0
S09129,1,1,1,90.6,50.45,38.0,2.0,0,0
S09130,2,0,1,99.55,72.76,40.0,2.0,0,0
S09131,5,1,0,65.44,48.09,8.0,6.0,0,0
S09132,6,1,1,54.97,29.53,12.0,2.0,2,0
S09133,8,1,0,92.38,62.1,35.0,2.0,0,0
S09134,7,1,1,79.48,96.1966363556706,58.0,1.0,1,0
S09135,2,1,0,85.12,37.75,30.0,3.0,2,0
S09136,1,0,1,62.29,37.81,18.0,0.0,0,0
S09137,6,1,1,76.07,98.46787337186122,20.0,4.0,1,0
S09138,5,1,0,56.2,22.99,15.0,8.0,1,0
S09139,8,0,1,71.92,35.0,,3.0,0,1
S09140,5,1,0,66.78,32.97,15.0,9.0,1,0
S09141,5,0,1,100.0,55.45,32.0,0.0,0,0
S09142,3,0,0,80.23,55.49,25.0,1.0,0,0
S09143,1,1,0,39.72,33.22,15.0,1.0,3,0
S09144,8,1,1,71.98,48.46,20.0,5.0,0,0
S09145,7,1,1,77.52,51.82,38.0,4.0,1,0
S09146,2,1,1,64.89,28.2,30.0,2.0,0,0
S09147,6,0,1,55.46,24.93,,0.0,0,0
S09148,3,1,1,81.91,40.3,28.0,3.0,0,0
S09149,4,1,1,57.58,37.75,27.0,1.0,1,1
S09150,7,1,1,80.63,53.42,20.0,3.0,0,0
S09151,7,0,1,56.31,31.44,11.0,2.0,1,0
S09152,2,0,1,63.99,39.13,30.0,0.0,0,0
S09153,3,1,0,86.34,58.08,33.0,4.0,0,0
S09154,7,0,0,79.34,47.99,34.0,2.0,1,0
S09155,8,0,1,72.47,39.74,25.0,0.0,0,0
S09156,1,1,1,71.55,45.62,20.0,0.0,1,0
S09157,7,1,1,73.36,39.89,12.0,,1,0
S09158,4,1,1,60.13,26.94,19.0,5.0,0,0
S09159,5,1,1,49.25,17.45,24.0,3.0,0,0
S09160,1,1,1,80.54,51.44,35.0,2.0,0,0
S09161,6,0,1,94.95,54.07,39.0,2.0,0,0
S09162,6,1,1,81.06,44.0,32.0,6.0,1,0
S09163,6,1,1,75.81,,41.0,2.0,0,0
S09164,7,1,1,53.87,21.92,3.0,6.0,0,1
S09165,8,0,1,85.16,48.93,29.0,2.0,0,0
S09166,7,0,1,79.22,35.13,18.0,2.0,1,0
S09167,6,1,0,83.4,44.57,39.0,3.0,0,0
S09168,8,1,1,,29.77,24.0,6.0,0,0
S09169,6,0,1,95.79,58.13,39.0,0.0,0,0
S09170,6,1,1,55.28,35.97,13.0,1.0,1,0
S09171,5,1,1,52.67,31.88,19.0,4.0,0,1
S09172,7,0,1,74.22,99.3570992186686,22.0,3.0,1,1
S09173,1,1,1,58.16,23.15,17.0,2.0,0,0
S09174,5,1,1,55.56,21.17,19.0,7.0,1,0
S09175,4,0,1,90.3,45.05,36.0,1.0,1,0
S09176,8,0,1,,23.33,16.0,0.0,0,0
S09177,1,0,1,71.83,36.61,29.0,1.0,1,0
S09178,6,1,1,47.53,52.83,22.0,4.0,0,0
S09179,2,0,0,72.95,33.04,19.0,3.0,0,0
S09180,8,0,1,89.74,38.16,44.0,3.0,0,0
S09181,7,0,0,90.2,63.59,35.0,4.0,0,0
S09182,2,1,1,87.67,48.68,25.0,2.0,0,0
S09183,7,1,1,70.82,96.98415735421887,27.0,4.0,0,0
S09184,4,0,0,88.67,53.1,37.0,1.0,0,0
S09185,8,1,1,78.45,59.16,29.0,3.0,1,0
S09186,6,0,1,65.42,38.72,22.0,0.0,0,0
S09187,1,0,0,77.73,40.63,0.0,3.0,1,0
S09188,2,0,1,85.29,52.79,19.0,2.0,0,0
S09189,4,1,0,52.08,27.56,21.0,2.0,1,0
S09190,2,1,1,56.09,28.86,9.0,2.0,0,0
S09191,2,0,1,69.85,52.55,26.0,4.0,1,0
S09192,8,1,1,53.67,37.89,23.0,7.0,1,0
S09193,7,1,1,53.46,38.98,,2.0,0,0
S09194,4,1,0,65.69,53.46,6.0,7.0,0,0
S09195,2,1,1,86.88,40.81,22.0,5.0,0,0
S09196,2,1,1,86.6,47.88,33.0,5.0,0,0
S09197,8,0,0,76.82,32.18,34.0,5.0,1,0
S09198,3,0,0,74.7,22.8,7.0,6.0,0,0
S09199,1,1,1,100.0,49.33,33.0,8.0,0,0
S09200,4,1,1,63.91,32.98,8.0,2.0,0,0
S09201,4,0,0,75.62,39.84,24.0,4.0,1,0
S09202,5,1,1,63.17,28.53,18.0,4.0,0,0
S09203,3,1,1,52.69,,34.0,4.0,0,0
S09204,8,1,1,89.77,42.6,25.0,2.0,0,0
S09205,6,1,1,67.42,38.47,29.0,4.0,0,0
S09206,8,0,0,82.42,35.18,34.0,4.0,1,0
S09207,3,1,1,68.31,51.0,20.0,3.0,1,0
S09208,6,1,0,90.7,48.77,30.0,1.0,0,0
S09209,3,0,1,57.04,25.31,17.0,0.0,2,0
S09210,6,0,1,89.46,44.73,23.0,3.0,0,0
S09211,6,1,1,85.41,35.81,21.0,3.0,1,0
S09212,3,0,0,45.08,,9.0,4.0,2,1
S09213,8,0,1,64.25,16.9,11.0,2.0,1,0
S09214,7,0,1,87.31,47.88,24.0,5.0,0,0
S09215,8,0,1,96.56,69.72,30.0,0.0,0,0
S09216,2,0,1,82.73,39.26,28.0,1.0,1,0
S09217,6,1,1,66.05,17.15,24.0,6.0,0,0
S09218,1,1,1,57.47,29.61,16.0,0.0,0,0
S09219,1,1,1,80.5,39.7,19.0,6.0,0,0
S09220,8,0,1,65.61,36.82,24.0,4.0,0,1
S09221,2,0,1,66.25,33.59,27.0,5.0,2,0
S09222,7,0,1,68.64,38.41,17.0,0.0,0,0
S09223,4,1,0,85.23,51.89,19.0,1.0,0,0
S09224,3,1,0,99.1,97.44433656480328,29.0,3.0,0,0
S09225,1,0,1,87.4,50.51,27.0,0.0,1,0
S09226,6,1,1,72.14,37.59,32.0,5.0,2,0
S09227,6,0,1,58.51,55.87,23.0,5.0,0,0
S09228,4,0,1,82.01,56.27,26.0,2.0,3,0
S09229,7,1,1,96.98,81.38,47.0,4.0,0,0
S09230,3,0,1,87.05,57.62,28.0,5.0,1,0
S09231,5,1,1,75.12,34.58,35.0,3.0,1,1
S09232,3,0,1,64.66,33.41,30.0,2.0,0,0
S09233,5,1,1,77.18,54.1,33.0,5.0,0,0
S09234,2,0,1,89.32,48.0,31.0,2.0,0,0
S09235,4,0,1,75.48,49.43,25.0,5.0,0,0
S09236,5,0,1,70.45,37.22,22.0,3.0,1,0
S09237,5,1,1,61.69,45.71,26.0,3.0,2,0
S09238,4,1,0,100.0,72.62,26.0,4.0,0,0
S09239,6,1,1,58.64,18.18,16.0,7.0,0,0
S09240,5,0,1,57.25,21.73,30.0,4.0,0,0
S09241,3,0,0,,41.03,28.0,3.0,0,0
S09242,2,0,1,68.97,41.51,29.0,1.0,0,0
S09243,6,1,1,87.35,38.62,18.0,6.0,0,0
S09244,8,0,1,87.86,51.46,25.0,1.0,0,0
S09245,7,0,1,53.79,27.62,19.0,5.0,1,0
S09246,6,1,1,60.67,25.21,18.0,4.0,1,0
S09247,8,1,1,58.87,30.21,8.0,2.0,0,0
S09248,8,0,0,83.77,57.88,33.0,1.0,0,0
S09249,5,0,1,78.43,49.99,,2.0,0,0
S09250,1,0,1,66.43,54.59,18.0,1.0,1,0
S09251,6,1,1,75.25,41.72,30.0,2.0,2,0
S09252,5,0,1,55.11,29.56,33.0,0.0,1,0
S09253,3,1,1,60.86,42.5,31.0,1.0,0,0
S09254,7,0,1,52.5,9.84,13.0,0.0,0,0
S09255,7,1,1,74.18,56.44,14.0,5.0,0,0
S09256,3,1,1,74.13,58.84,25.0,0.0,0,0
S09257,4,0,1,57.23,54.18,36.0,6.0,1,0
S09258,2,0,0,78.32,25.73,35.0,1.0,0,0
S09259,2,0,1,87.86,44.95,28.0,1.0,0,0
S09260,3,1,1,56.54,36.77,29.0,2.0,0,0
S09261,3,0,1,67.11,42.7,30.0,2.0,0,0
S09262,3,1,0,79.7,,10.0,7.0,3,1
S09263,2,0,1,71.9,54.87,,0.0,1,0
S09264,4,0,1,51.42,44.83,16.0,3.0,0,0
S09265,5,1,0,65.39,40.17,13.0,4.0,0,0
S09266,3,1,1,64.89,35.06,21.0,3.0,1,0
S09267,5,1,1,69.44,39.86,25.0,5.0,0,0
S09268,3,1,1,70.08,42.83,15.0,6.0,0,0
S09269,6,1,1,95.49,41.25,30.0,7.0,0,0
S09270,6,0,1,68.87,35.36,19.0,3.0,0,0
S09271,8,1,0,46.23,44.8,20.0,1.0,0,0
S09272,1,1,1,73.37,46.5,21.0,7.0,0,0
S09273,7,1,1,98.22,58.93,18.0,3.0,0,0
S09274,3,1,1,69.49,39.79,18.0,3.0,2,0
S09275,1,0,1,65.43,42.12,12.0,0.0,0,0
S09276,6,1,1,67.42,37.18,10.0,,0,0
S09277,2,1,0,80.76,68.55,35.0,,0,0
S09278,2,0,1,67.36,36.24,27.0,0.0,1,0
S09279,8,1,0,49.27,15.9,7.0,8.0,0,0
S09280,2,0,1,61.92,11.92,9.0,3.0,1,0
S09281,5,0,1,71.03,38.67,21.0,1.0,0,0
S09282,2,0,1,80.03,48.71,15.0,4.0,0,0
S09283,1,1,0,63.26,46.37,17.0,4.0,1,0
S09284,1,1,1,67.56,37.96,21.0,3.0,1,0
S09285,1,0,1,72.67,55.33,25.0,3.0,0,0
S09286,4,0,1,60.34,37.69,21.0,2.0,1,0
S09287,4,1,1,70.62,24.67,16.0,6.0,0,0
S09288,1,0,1,79.01,53.66,,1.0,0,0
S09289,3,0,0,54.2,28.84,26.0,0.0,1,0
S09290,3,0,1,76.6,29.79,7.0,4.0,0,0
S09291,5,1,1,55.65,44.88,19.0,2.0,2,0
S09292,8,0,1,55.95,39.04,7.0,2.0,1,0
S09293,6,1,1,62.06,44.1,30.0,3.0,1,0
S09294,8,1,1,92.48,47.64,36.0,0.0,0,0
S09295,2,0,1,46.27,,19.0,7.0,0,1
S09296,2,1,1,65.04,37.43,13.0,1.0,0,0
S09297,7,0,1,71.6,43.4,24.0,3.0,0,0
S09298,3,0,0,89.51,48.52,32.0,0.0,0,0
S09299,7,0,1,100.0,52.31,14.0,1.0,0,0
S09300,4,1,1,65.67,38.23,21.0,2.0,0,0
S09301,2,1,1,,41.79,30.0,5.0,0,0
S09302,7,1,1,70.58,23.12,11.0,3.0,0,0
S09303,5,1,1,70.49,41.24,27.0,4.0,0,0
S09304,7,0,1,76.1,39.42,25.0,1.0,0,0
S09305,4,1,1,48.22,28.42,25.0,0.0,1,0
S09306,2,0,1,71.28,37.17,19.0,2.0,0,0
S09307,6,0,1,78.76,44.58,26.0,5.0,0,0
S09308,1,1,0,59.1,28.79,21.0,5.0,1,0
S09309,6,0,0,78.86,38.88,2.0,4.0,0,0
S09310,4,0,1,46.07,20.17,10.0,0.0,1,1
S09311,7,0,1,73.4,44.63,24.0,2.0,0,0
S09312,7,0,0,92.13,33.7,11.0,0.0,0,0
S09313,4,1,1,68.72,36.04,27.0,2.0,1,0
S09314,8,0,1,57.33,99.08724390436906,18.0,0.0,1,0
S09315,1,1,1,50.62,14.28,15.0,0.0,0,0
S09316,1,0,0,77.86,58.93,30.0,1.0,0,0
S09317,8,1,0,85.92,52.12,24.0,1.0,0,0
S09318,5,1,1,71.16,39.88,22.0,0.0,0,0
S09319,4,1,1,65.04,44.69,27.0,3.0,0,0
S09320,2,0,1,,11.17,12.0,5.0,0,1
S09321,3,1,1,,37.13,8.0,1.0,0,0
S09322,6,1,1,61.66,17.2,19.0,1.0,1,0
S09323,7,1,1,62.52,44.26,20.0,2.0,0,0
S09324,8,0,1,96.25,48.35,38.0,1.0,0,0
S09325,4,0,1,44.98,31.08,,0.0,0,0
S09326,4,1,1,46.98,12.06,6.0,0.0,0,1
S09327,2,0,1,75.47,38.64,16.0,2.0,0,0
S09328,1,0,0,66.22,43.32,32.0,3.0,1,0
S09329,4,1,1,64.22,37.21,22.0,9.0,1,0
S09330,5,0,1,76.09,53.78,35.0,4.0,0,1
S09331,1,0,1,75.84,37.75,36.0,4.0,0,0
S09332,4,1,0,57.4,10.03,11.0,3.0,1,0
S09333,6,0,0,63.12,24.63,13.0,1.0,1,1
S09334,7,0,1,72.74,50.75,22.0,0.0,0,0
S09335,8,0,1,74.51,39.93,28.0,2.0,1,0
S09336,3,0,0,79.25,32.37,14.0,5.0,0,0
S09337,4,0,1,,54.89,23.0,1.0,0,0
S09338,7,1,1,,34.38,28.0,2.0,1,0
S09339,6,0,0,86.26,,19.0,2.0,0,0
S09340,3,0,1,72.7,25.86,14.0,0.0,2,0
S09341,6,1,0,,30.17,25.0,3.0,1,0
S09342,2,0,1,68.47,55.0,,1.0,0,0
S09343,4,0,0,62.74,40.05,17.0,4.0,1,1
S09344,3,0,0,57.93,24.86,20.0,1.0,0,0
S09345,8,0,1,67.53,14.38,16.0,3.0,1,0
S09346,1,0,1,78.76,43.58,27.0,3.0,0,0
S09347,7,0,1,58.66,28.28,,1.0,1,1
S09348,3,1,0,70.87,57.62,20.0,3.0,0,0
S09349,1,1,1,69.13,35.71,41.0,3.0,1,0
S09350,6,1,1,98.67,53.54,33.0,6.0,0,0
S09351,6,0,0,82.84,39.03,14.0,2.0,0,0
S09352,2,1,1,82.6,,31.0,7.0,0,0
S09353,1,1,1,85.8,46.05,36.0,5.0,1,0
S09354,1,0,1,63.81,32.93,25.0,5.0,0,0
S09355,4,1,0,92.65,49.34,28.0,3.0,0,0
S09356,2,1,1,74.39,40.78,16.0,,1,0
S09357,6,0,0,71.33,44.95,15.0,0.0,0,0
S09358,1,1,1,53.78,98.57134607460866,14.0,2.0,1,0
S09359,7,0,0,65.98,29.35,17.0,2.0,0,0
S09360,7,0,1,45.51,33.29,8.0,7.0,0,0
S09361,6,0,1,68.28,45.83,31.0,5.0,1,0
S09362,8,0,0,63.36,41.64,27.0,1.0,1,0
S09363,8,1,0,66.02,33.33,30.0,4.0,0,0
S09364,1,1,1,51.21,36.78,9.0,2.0,0,1
S09365,3,0,1,82.55,43.25,19.0,4.0,1,0
S09366,7,1,1,80.89,54.11,26.0,7.0,0,0
S09367,3,1,1,97.35,52.5,35.0,5.0,0,0
S09368,6,1,1,96.92,47.23,32.0,4.0,0,0
S09369,7,1,0,74.34,27.46,26.0,2.0,0,0
S09370,8,1,1,87.35,56.43,41.0,2.0,0,0
S09371,3,1,1,75.92,31.36,22.0,3.0,1,0
S09372,3,0,1,65.59,98.49140936834894,27.0,0.0,2,0
S09373,1,1,1,67.83,48.34,25.0,2.0,1,0
S09374,3,0,1,81.58,51.08,27.0,4.0,0,0
S09375,3,0,0,100.0,50.72,39.0,4.0,0,0
S09376,4,0,1,89.5,20.12,23.0,6.0,0,0
S09377,4,0,1,75.7,26.12,16.0,0.0,0,0
S09378,7,1,1,79.26,66.86,28.0,3.0,1,0
S09379,7,1,1,79.12,,12.0,3.0,0,0
S09380,6,0,1,70.65,34.0,26.0,0.0,0,0
S09381,1,1,1,83.35,49.59,17.0,2.0,0,0
S09382,4,0,1,69.67,37.83,34.0,0.0,1,0
S09383,6,1,1,56.83,19.64,14.0,4.0,0,0
S09384,2,0,1,79.22,52.49,37.0,0.0,0,0
S09385,4,0,1,81.23,45.41,24.0,2.0,1,0
S09386,6,1,1,69.81,24.42,20.0,5.0,0,0
S09387,7,0,1,76.65,42.85,31.0,0.0,0,0
S09388,7,0,1,,38.83,,0.0,0,0
S09389,4,0,1,71.22,42.65,22.0,2.0,1,0
S09390,4,0,1,65.29,33.02,17.0,0.0,2,0
S09391,4,1,1,61.36,42.42,15.0,2.0,0,0
S09392,6,0,1,68.19,34.97,40.0,3.0,0,0
S09393,4,0,1,95.02,49.53,17.0,3.0,0,1
S09394,4,1,0,69.02,27.33,12.0,4.0,0,1
S09395,2,1,1,77.39,55.08,34.0,1.0,0,0
S09396,4,0,1,67.13,19.31,,4.0,0,0
S09397,2,1,1,65.85,44.9,13.0,7.0,2,0
S09398,5,0,1,58.81,,4.0,4.0,0,0
S09399,8,0,1,73.5,47.55,33.0,4.0,1,0
S09400,7,1,1,64.24,47.12,11.0,0.0,0,0
S09401,4,0,0,91.1,43.98,25.0,0.0,0,0
S09402,8,0,1,70.39,53.64,23.0,3.0,1,0
S09403,8,1,1,71.33,42.53,14.0,5.0,1,0
S09404,4,1,1,69.3,40.26,29.0,4.0,0,0
S09405,7,1,1,77.57,59.48,25.0,3.0,0,0
S09406,3,1,1,94.36,52.73,23.0,3.0,0,0
S09407,8,0,1,56.4,24.66,10.0,3.0,1,1
S09408,3,1,1,76.17,55.81,34.0,9.0,0,0
S09409,3,0,0,48.47,95.34643135521809,12.0,0.0,0,0
S09410,2,1,0,90.35,42.1,,8.0,1,0
S09411,7,0,1,70.38,42.77,22.0,7.0,1,0
S09412,3,0,1,49.58,22.84,0.0,7.0,0,0
S09413,7,0,1,52.86,32.95,22.0,0.0,1,1
S09414,1,1,1,84.21,50.85,,4.0,0,0
S09415,5,0,0,47.03,95.35385134902175,58.0,1.0,1,1
S09416,4,1,1,76.17,26.92,9.0,6.0,0,0
S09417,4,1,0,65.57,36.65,0.0,4.0,0,0
S09418,2,1,1,69.08,42.28,26.0,6.0,1,0
S09419,1,0,1,61.89,32.65,14.0,0.0,0,0
S09420,3,0,0,57.71,12.1,6.0,2.0,0,0
S09421,4,1,0,64.69,44.23,21.0,5.0,0,0
S09422,7,1,0,80.58,36.45,22.0,5.0,1,0
S09423,4,0,1,67.61,27.44,11.0,3.0,0,0
S09424,2,1,1,78.32,49.14,24.0,2.0,0,0
S09425,3,0,1,68.37,33.21,26.0,0.0,1,0
S09426,5,0,1,81.17,96.49723326060699,,2.0,0,0
S09427,4,0,1,,45.45,26.0,2.0,0,0
S09428,8,0,1,63.89,39.09,23.0,2.0,0,0
S09429,4,0,0,57.69,26.56,4.0,3.0,0,0
S09430,5,1,0,86.33,51.18,27.0,3.0,0,0
S09431,1,0,1,59.8,43.31,20.0,0.0,1,0
S09432,2,1,1,79.51,96.4349801655471,22.0,4.0,1,0
S09433,7,1,1,72.47,52.29,16.0,2.0,1,0
S09434,3,1,1,65.05,30.66,14.0,2.0,0,0
S09435,4,0,1,78.44,42.56,22.0,2.0,0,0
S09436,5,1,0,92.52,78.19,37.0,2.0,0,0
S09437,1,0,1,81.38,44.39,38.0,1.0,2,0
S09438,5,1,1,73.94,,34.0,5.0,0,0
S09439,3,0,1,96.32,44.75,19.0,2.0,0,1
S09440,2,1,1,46.89,98.49940412764425,6.0,3.0,1,1
S09441,4,0,1,55.32,38.51,22.0,4.0,0,0
S09442,4,1,1,65.03,49.64,30.0,2.0,0,0
S09443,2,0,1,93.29,45.75,22.0,0.0,0,0
S09444,5,0,1,86.14,40.59,29.0,0.0,1,0
S09445,6,1,1,46.26,10.91,4.0,1.0,0,1
S09446,3,0,1,65.45,34.19,22.0,3.0,1,0
S09447,8,1,0,52.14,96.69118890800078,10.0,3.0,0,0
S09448,5,1,0,71.39,39.11,24.0,4.0,0,0
S09449,7,1,0,85.53,47.22,18.0,3.0,1,0
S09450,1,1,0,86.63,22.38,15.0,4.0,0,0
S09451,7,1,0,,98.09170793721015,49.0,1.0,1,0
S09452,3,1,0,65.62,30.36,21.0,1.0,1,1
S09453,6,0,1,70.57,50.19,,5.0,0,0
S09454,7,1,1,82.25,68.85,38.0,2.0,1,0
S09455,3,1,1,100.0,59.59,19.0,3.0,0,0
S09456,3,0,0,54.22,26.55,19.0,2.0,2,0
S09457,1,0,0,95.83,35.73,21.0,3.0,0,0
S09458,5,0,1,75.66,45.03,,2.0,1,0
S09459,7,1,0,84.3,41.26,12.0,6.0,1,0
S09460,4,0,1,74.78,37.53,11.0,0.0,0,0
S09461,2,1,1,93.06,43.41,23.0,3.0,0,0
S09462,3,1,1,76.95,48.08,20.0,2.0,2,0
S09463,4,1,1,62.27,32.12,,5.0,0,0
S09464,8,0,1,78.75,27.3,17.0,4.0,0,0
S09465,1,1,1,88.9,63.89,30.0,5.0,0,0
S09466,3,1,1,72.0,47.82,32.0,4.0,0,0
S09467,6,0,1,40.89,34.94,13.0,0.0,0,1
S09468,2,0,0,70.28,46.79,21.0,3.0,1,0
S09469,8,0,1,73.47,50.21,26.0,1.0,2,0
S09470,8,1,1,71.33,56.89,11.0,5.0,0,0
S09471,4,0,1,64.57,47.21,27.0,4.0,0,0
S09472,6,0,0,91.85,33.68,20.0,1.0,0,0
S09473,7,0,1,36.41,15.63,22.0,2.0,2,0
S09474,6,0,1,73.41,41.03,29.0,2.0,0,0
S09475,2,0,1,73.62,28.46,27.0,2.0,0,0
S09476,1,1,1,100.0,96.44828921567,37.0,5.0,0,0
S09477,3,0,1,71.78,52.79,22.0,1.0,1,0
S09478,2,1,1,78.68,49.38,19.0,10.0,1,0
S09479,3,0,0,73.88,45.71,16.0,3.0,1,0
S09480,6,0,1,73.42,96.92353670757858,37.0,2.0,1,0
S09481,5,1,0,98.44,98.19098949362721,33.0,5.0,0,0
S09482,2,1,1,55.33,22.73,7.0,3.0,0,0
S09483,1,1,1,61.99,46.22,23.0,3.0,1,0
S09484,2,0,1,83.31,46.14,29.0,1.0,0,0
S09485,4,0,1,75.85,48.51,21.0,2.0,0,0
S09486,7,1,1,67.75,50.59,14.0,1.0,1,0
S09487,3,0,0,70.94,39.25,28.0,4.0,0,0
S09488,3,1,1,,40.38,35.0,5.0,0,0
S09489,5,0,0,79.28,63.92,28.0,1.0,0,0
S09490,1,0,1,61.31,39.16,19.0,1.0,0,0
S09491,2,1,1,75.57,29.62,17.0,3.0,1,0
S09492,1,1,1,71.25,33.84,26.0,3.0,1,0
S09493,5,1,1,79.06,52.18,20.0,4.0,0,0
S09494,4,1,1,67.18,30.35,11.0,1.0,0,0
S09495,5,0,1,53.88,23.47,25.0,8.0,2,0
S09496,5,1,1,,30.25,18.0,4.0,0,0
S09497,4,1,1,80.23,44.42,10.0,7.0,0,0
S09498,7,0,1,93.23,63.56,41.0,3.0,0,0
S09499,8,0,1,52.26,37.98,1.0,2.0,0,0
S09500,1,1,1,70.94,97.45941684101395,19.0,1.0,0,1
S09501,8,0,1,68.54,34.45,12.0,0.0,1,0
S09502,2,1,1,66.06,25.15,14.0,4.0,0,0
S09503,2,0,0,,21.16,32.0,0.0,1,0
S09504,5,1,0,56.01,28.8,16.0,3.0,0,0
S09505,1,1,1,76.06,47.61,27.0,,1,0
S09506,3,1,0,64.5,49.14,26.0,4.0,2,0
S09507,2,1,1,59.6,48.07,13.0,4.0,0,0
S09508,4,0,1,93.46,46.76,39.0,2.0,0,0
S09509,7,1,0,100.0,60.57,36.0,1.0,0,0
S09510,8,1,1,71.15,37.39,,7.0,1,0
S09511,2,1,1,49.47,,9.0,3.0,1,1
S09512,5,1,1,77.95,57.06,28.0,5.0,1,0
S09513,4,1,0,40.72,31.99,11.0,5.0,0,0
S09514,4,1,1,51.75,36.3,24.0,1.0,0,0
S09515,6,1,0,78.2,46.54,,5.0,0,0
S09516,8,1,1,51.24,,31.0,4.0,1,0
S09517,4,1,0,67.56,42.52,24.0,5.0,2,0
S09518,1,0,1,49.75,28.13,13.0,2.0,1,1
S09519,8,0,1,72.84,37.28,21.0,3.0,2,0
S09520,8,1,0,88.85,57.12,28.0,6.0,0,0
S09521,3,0,1,62.81,26.24,14.0,0.0,1,1
S09522,5,0,1,71.71,53.11,28.0,2.0,0,0
S09523,7,0,0,59.76,,18.0,2.0,0,0
S09524,5,1,0,60.81,47.22,34.0,6.0,1,0
S09525,4,1,1,59.53,96.00278499410864,14.0,5.0,1,0
S09526,8,1,1,83.79,44.26,26.0,3.0,0,0
S09527,7,1,1,50.8,21.77,11.0,6.0,0,0
S09528,5,1,1,67.02,48.35,36.0,3.0,0,0
S09529,2,0,1,78.15,28.91,13.0,0.0,0,0
S09530,4,0,0,85.65,99.64352769117258,28.0,6.0,0,0
S09531,6,0,1,78.61,35.63,27.0,1.0,1,0
S09532,3,0,1,70.91,,13.0,0.0,0,0
S09533,5,1,1,63.47,36.41,40.0,4.0,1,0
S09534,6,0,0,85.88,32.59,20.0,8.0,0,0
S09535,1,1,1,58.99,25.37,18.0,1.0,0,1
S09536,5,1,1,59.22,38.17,31.0,4.0,0,0
S09537,6,0,1,92.29,47.47,27.0,0.0,0,0
S09538,2,1,1,77.4,46.27,26.0,,0,0
S09539,5,1,1,77.93,52.24,22.0,5.0,0,0
S09540,6,1,1,80.98,47.62,25.0,5.0,0,0
S09541,1,1,1,70.58,32.74,31.0,0.0,0,0
S09542,6,1,1,50.43,35.86,11.0,3.0,1,1
S09543,3,1,1,75.77,30.7,3.0,9.0,1,0
S09544,4,1,1,4.941433738621113,97.84266917118234,22.0,5.0,1,1
